,Name,lat,lon
2023,Tung Fong Guardia Vieja Comida China,-33.423013,-70.6109826
2024,tommy beans,-33.42248500000001,-70.61419579999999
2025,Restaurant Vittamina Limitada,-33.42318789999999,-70.6115562
2026,Restaurante Pavo Real,-33.4237289,-70.6108862
2027,Lomo Luco Bar,-33.4234842,-70.6113218
2028,Noah Sushi,-33.4240471,-70.6120427
2049,Fuente Alemana,-33.425427,-70.61141069999999
2060,Garage 0276,-33.4256521,-70.61280289999999
2064,Mamut,-33.4242019,-70.61112969999999
2085,La Canela,-33.42616599999999,-70.61447179999999
2098,Autoservicios y Restaurantes,-33.4252019,-70.61520350000001
2100,Restaurant la aceituna,-33.4264147,-70.6145088
2101,Restaurant Azafran,-33.4280058,-70.61290769999999
2126,Hocha Barros Errázuriz,-33.4272341,-70.61326509999999
2132,Spatula,-33.42675330000001,-70.6150306
2133,Nueva Real,-33.4268609,-70.6148448
2141,Mr. Fish,-33.4264374,-70.6144623
2155,AbreBocas,-33.429802,-70.6125584
2174,Corner Hog's,-33.4329878,-70.61524659999999
2238,Testardos Pizza,-33.4403248,-70.6126785
2240,YOSAI SUSHI CAFÉ & SALAD,-33.4405216,-70.6127315
2254,Mubra’s restobar,-33.4401952,-70.6155297
2260,Perú Fusión,-33.4402925,-70.61554219999999
2263,Milano's Pizza - Manuel Montt,-33.4414177,-70.61513520000001
2274,La Cabaña Restaurant,-33.4414761,-70.6149159
2278,El Estribazo de Rubén,-33.44233000000001,-70.61476999999999
2283,Tamashi Oriente,-33.4424318,-70.614998
2285,CHARROS,-33.4421486,-70.61505389999999
2298,Agostina Pizzas Manuel Montt,-33.4429511,-70.6149102
2301,El Encuentro Peruano Sanguchería y Restaurante,-33.4442173,-70.6144237
2302,Mau Sushi Delivery,-33.4424967,-70.6149824
2303,Chivega,-33.4444832,-70.6143072
2334,Aldea Nativa,-33.4293881,-70.5876901
2335,Restaurante Casa China Y Sushi Bar,-33.4274797,-70.5898742
2336,Sushi MATSU,-33.4268731,-70.59064219999999
2337,La Pizzarra,-33.4314523,-70.5911084
2338,Guappo Café Bistro,-33.4309828,-70.5859962
2339,Guappo Pizzería,-33.4309237,-70.5859025
2340,Subway,-33.4265936,-70.59162309999999
2341,La Menestra,-33.4291431,-70.5925458
2342,Restorán Club Providencia,-33.4315342,-70.5918008
2343,Domino's Pizza,-33.4268879,-70.5906272
2350,Club Providencia,-33.4319301,-70.5918817
2351,Kopa Burgers,-33.435302,-70.588655
2354,Restaurant Hon Loc,-33.4352105,-70.59055189999999
2355,Franco 2x1,-33.4348941,-70.58800549999999
2356,Restaurant Wen Wha Ltda.,-33.4342246,-70.58717010000001
2357,Donde el Criollo Sangucheria Peruana,-33.435646,-70.59196899999999
2372,Xiong Chang,-33.4393704,-70.5869343
2378,"Restaurant ""Voy y Vuelvo""",-33.4441639,-70.5856726
2379,La Picá Arabe,-33.4435539,-70.5922767
2384,Tantano Casa Matriz,-33.4316736,-70.5849546
2404,Onomichi Nikkei,-33.4398856,-70.5837636
2405,Restaurant El Meson Nerudiano,-33.4300664,-70.6366591
2406,La Bodeguilla,-33.430471,-70.63639479999999
2407,Restaurante 040,-33.4319444,-70.6355556
2408,Selvado,-33.4318811,-70.6345752
2409,Peumayén Ancestral Food,-33.4328182,-70.6350162
2411,Uncle Fletch Bellavista,-33.4328962,-70.63354679999999
2412,Polvobar de Vinos,-33.4322404,-70.6347413
2414,Ootoya Noodles House,-33.4328962,-70.6347588
2415,El Palacio De La Chorrillana,-33.4320285,-70.6358017
2416,Restaurant Viva La Vida,-33.4323756,-70.6349718
2417,Como Agua para Chocolate,-33.4334908,-70.6348038
2418,Omerta Pizzeria,-33.4325808,-70.6349943
2419,Venezia,-33.4322464,-70.6361421
2420,Jardín Mallinkrodt,-33.4323863,-70.63374379999999
2421,Venice Fries,-33.4324183,-70.6336498
2422,Galindo,-33.4331256,-70.6349692
2423,Chingana 160,-33.432591,-70.63356279999999
2424,Restaurant Cola'E Flecha,-33.4312243,-70.6352565
2425,La Piccola Italia,-33.432022,-70.634074
2426,Restaurant Ootoya,-33.4328962,-70.6347588
2427,T.G.I. Fridays,-33.4332723,-70.63458469999999
2428,La Vaquita Sabrosa,-33.432063,-70.63751999999999
2429,Mogi's Restaurante,-33.4312232,-70.6352249
2430,Todo's a Chicken,-33.4330894,-70.63605740000001
2431,Como Agua Para Chocolate,-33.4333892,-70.63477639999999
2432,Azul Profundo,-33.4330556,-70.6347222
2433,Zocca Pizza & Pasta,-33.4333375,-70.6351188
2434,Don Simon Restaurant,-33.4311639,-70.63604359999999
2435,Il Siciliano,-33.4331666,-70.63468779999999
2436,Morena Restobar,-33.4331597,-70.6337994
2437,sol de mancora bellavista,-33.433185,-70.633793
2438,Divina Esquina RestoBar,-33.430556,-70.637125
2439,Kinetic Bar,-33.4325,-70.6347222
2461,Jardín Mallinkrodt 022,-33.4331727,-70.6352443
2462,Restaurant Puerto Bellavista,-33.4338207,-70.63560149999999
2463,Kechua Bellavista,-33.4336233,-70.63475339999999
2469,Restaurant Kminos,-33.4327385,-70.6347916
2473,Malambo Restaurant,-33.432348,-70.634749
2474,Dolores,-33.432747,-70.634805
2475,A la Parrilla Restaurante,-33.4322568,-70.63340479999999
2476,Sociedad Gastronomica Sibaritas,-33.4322276,-70.6337145
2478,Amorio,-33.4324849,-70.6347863
2479,Fukai Sushi,-33.4339256,-70.63529199999999
2480,Restaurante Rosita,-33.4338817,-70.63550739999999
2481,Camino Al Cerro,-33.432975,-70.63583079999999
2482,Charly Dog,-33.4346984,-70.6354458
2483,Vendetta,-33.4341698,-70.6344606
2485,Celtika Restaurant,-33.43408,-70.634619
2486,Tambo Perú,-33.4340824,-70.6349974
2487,Domino's Pizza,-33.4343752,-70.6345228
2505,Panko,-33.4341698,-70.6344606
2512,Taco Bell,-33.434577,-70.63547489999999
2513,Caminito Grill,-33.4338731,-70.6346978
2514,Cosmopolitan,-33.4341698,-70.6344606
2516,Mosai Cafe Patio Bellavista,-33.4343462,-70.6351547
2519,Zekkei,-33.433747,-70.6331881
2522,Le Fournil,-33.4339993,-70.63491599999999
2528,Riko Patio De Restaurant,-33.4342514,-70.635093
2531,Restaurante Cienfuegos Ltda,-33.4336646,-70.63455619999999
2534,Subway Pio Nono,-33.4344145,-70.6355544
2538,The Pizza Factory - Patio Bellavista,-33.4340831,-70.6355729
2541,Restaurante Blasco,-33.4376798,-70.6341879
2544,Fuente Alemana,-33.4376529,-70.63594639999999
2546,La Hacienda Gaucha,-33.438556,-70.63531159999999
2549,La Terraza,-33.4386787,-70.63457489999999
2550,Bierstube,-33.4369812,-70.63758849999999
2551,Amadeus Pizza,-33.4386892,-70.6321324
2559,AkiGo Sushi,-33.4379362,-70.6367405
2564,La Bella Italia,-33.4374734,-70.6356562
2565,"""Angelo/s""",-33.4364959,-70.6310392
2573,Papachecos,-33.4369762,-70.63562279999999
2574,Casa de Cena,-33.4388889,-70.63444439999999
2576,Restaurant Japón,-33.4402029,-70.6350731
2578,Restaurante Eugenia,-33.4406434,-70.63273629999999
2587,La Casa Del Chef,-33.4417653,-70.6331153
2590,Sushi Face,-33.4398582,-70.6328659
2591,BURGER STREET 049,-33.4403993,-70.63274749999999
2593,Restaurant Junta⭐Nacional,-33.4409972,-70.6326493
2594,Quinto Cheers Bar Restaurante,-33.4414055,-70.6311869
2596,Nao Restaurant,-33.4420671,-70.6341039
2597,Zenwich,-33.4425029,-70.6356658
2598,Maestro Criollo,-33.4416835,-70.63370619999999
2599,Siraj Cocina Árabe,-33.438905,-70.6337491
2600,Irreverente,-33.4404445,-70.6351179
2606,Oki Suchi Lounge y del Ivery,-33.4343927,-70.5822927
2617,El Fogon Restaurante,-33.4324037,-70.629919
2618,Capellán 8,-33.4322786,-70.62998189999999
2626,Casa Capellán,-33.4326054,-70.63013479999999
2630,Jazmin de Jade,-33.432825,-70.63065829999999
2635,Tlayolli,-33.4327291,-70.6302019
2640,Lumberjack's Grill,-33.4328389,-70.6302194
2645,Yamaki Sushi - Bellavista,-33.4323254,-70.62994979999999
2739,Cafe Vincent,-33.439203,-70.6302156
2743,El Templo Del Inka,-33.4383333,-70.6302778
2744,Restaurant Mendo's (Providencia),-33.44065,-70.6298941
2745,Restaurant La Maquina Ltda.,-33.4397385,-70.630312
2746,Delitopics Plaza Italia,-33.436821,-70.632723
2747,Pollo Loco,-33.4403343,-70.6299106
2759,Xin Fung,-33.4409155,-70.6298
2762,Daawat grill comida hindu,-33.44114,-70.6296092
2766,Indian Garden,-33.4405739,-70.6327541
2772,El Barcelona,-33.438225,-70.63038000000002
2775,PATACÓN,-33.4415509,-70.6332197
2781,Escuela de Gastronomía Peruana Yanuy Kuyay,-33.4419465,-70.6326565
2782,Casa del Chef,-33.44279849999999,-70.6338672
2786,Dalai Lomo,-33.4411037,-70.6326091
2795,Taquería TH - Chile,-33.441551,-70.63414899999999
2812,"Restaurant Chino ""Tien Tan""",-33.4454782,-70.63252609999999
2814,Bar Gran Refugio,-33.4419101,-70.63243779999999
2815,Pollo A Las Brasas,-33.4456253,-70.6325531
2818,Top sushi,-33.4457251,-70.63300679999999
2819,Pizzas Benvenutto,-33.4450333,-70.63272329999999
2821,Restaurant Casa Juancho,-33.4471609,-70.6325868
2823,Albahaca,-33.4469162,-70.6296591
2827,Saki,-33.4470792,-70.63452430000001
2828,Restaurante Sandwicheria Comida al Paso Delivery ECHE GOURMET,-33.4477289,-70.6323616
2829,Plaza Victoria - Café Restobar,-33.4471279,-70.6312416
2831,PEYUCO,-33.4471795,-70.6314838
2837,Malasaña,-33.449152,-70.63285399999999
2839,Restaurant Amalur Centro Vasco,-33.4481132,-70.63207509999999
2841,Malaquiaz Pizza,-33.449757,-70.6299465
2842,Peru Andino,-33.4471821,-70.62975089999999
2843,Mantecado - Original Ice Cream -,-33.4488117,-70.6315269
2844,Melt Pizzas,-33.4476661,-70.63540279999999
2845,Buffalo Waffles,-33.4476661,-70.63540279999999
2846,Homemade Food La Pacá by Doña Vica,-33.4202404,-70.6313749
2877,Restaurante Olivas,-33.4323931,-70.6297203
2896,Mancora,-33.4356407,-70.6297295
2902,Caos Restaurant,-33.435984,-70.63022839999999
2909,La Rueda,-33.4361626,-70.6308707
2965,Ricachá Restaurante,-33.4411082,-70.6302824
2978,Mar de Copas,-33.44114,-70.6296092
2985,Calaos Cantina,-33.4415579,-70.6296418
3005,Munich,-33.4472214,-70.6320613
3019,Bar Restaurant La Casona,-33.4472534,-70.63009269999999
3023,Kao Bogati Fast Food,-33.44702850000001,-70.63006849999999
3039,restaurant amalur santiago,-33.4479414,-70.63217639999999
3041,Guo shun,-33.4494745,-70.63142169999999
3058,Guang Yen,-33.4516352,-70.63074279999999
3068,restobar entrenosotros,-33.4285582,-70.6254941
3069,Lima17,-33.4286519,-70.6255627
3078,Colonial Resto Bar,-33.4288818,-70.627394
3092,Restaurante Oreja & Rabo,-33.430925,-70.62766599999999
3217,Ace Burger,-33.4420986,-70.62737749999999
3219,Donde La Mami,-33.4422128,-70.6276677
3313,Pepperland Bar,-33.4469648,-70.6278411
3321,Cantuta foods,-33.4467637,-70.6268613
3388,Avila Gourmet Bellavista,-33.4289877,-70.6258763
3395,restaurant/comida china,-33.4369634,-70.6009739
3396,The Mocha,-33.4371284,-70.60220369999999
3403,KōBō Sushi Providencia,-33.4412807,-70.5998925
3404,El Sazón gourmet,-33.44178770000001,-70.59942029999999
3405,Kin Sushi,-33.44178770000001,-70.59942029999999
3406,EL RINCON DE JUANITO,-33.4416032,-70.59887639999999
3409,Mercado Diego de Almagro,-33.441749,-70.59915169999999
3414,Restaurante Gostosura,-33.443328,-70.5995101
3416,Bendita Comida,-33.4417397,-70.5993002
3437,Boki Restaurant & Bar,-33.4190822,-70.5964249
3442,Tomate Palta Mayo Tobalaba,-33.4211685,-70.59811689999999
3443,QUIMEY SUSHI FUSION & GLUTEN FREE,-33.4171461,-70.59652269999999
3448,Domenica - Comida para Llevar,-33.4207722,-70.5987136
3449,La Cocina de Napoleon,-33.417753,-70.59726359999999
3450,PizzaPizza,-33.4193382,-70.5995854
3453,sakae sushi,-33.4186696,-70.5995702
3456,Fuente Chilena - Local El Golf,-33.4171176,-70.59832
3474,Fuente Mardoqueo,-33.4363889,-70.5961111
3490,Restaurant Wan He,-33.4412396,-70.5961372
3500,Run Hong,-33.4428192,-70.5965592
3509,Gennaros Restaurante,-33.444619,-70.59790989999999
3510,Sabro Pizza Sabro Sandwich,-33.44178770000001,-70.59942029999999
3513,"Godzilla Sushi Providencia,LosLeones",-33.441556,-70.59970899999999
3515,Villa China,-33.4431579,-70.5983501
3524,Flor Oriental,-33.4451916,-70.5975152
3535,La Chacra,-33.4218049,-70.595934
3539,Barbazul Tobalaba,-33.4230957,-70.5955276
3544,ROOFTOP947 (Restaurante & Terrazas),-33.4241667,-70.5941667
3547,Fork Chile,-33.4278298,-70.5938838
3552,Curry,-33.4356946,-70.59435669999999
3553,Restaurante Cui Hua Bilbao,-33.4358435,-70.5950462
3554,Caramagnola Hernando de Aguirre,-33.435803,-70.595212
3557,ENVY-TACO,-33.4361642,-70.5947015
3558,Sol Restorant,-33.4360358,-70.5941189
3562,Gastronomica El Sol Del Inca Limitada,-33.4359211,-70.5940519
3564,Delivery Caminando,-33.4343214,-70.5965312
3570,Merkado Bilbao,-33.4361642,-70.5947015
3571,Restaurant Ming Zhu Limitada,-33.4364101,-70.5978535
3578,woh food truck,-33.4361642,-70.5947015
3579,Shawarma,-33.4363829,-70.5952094
3595,Restaurant Enjoy,-33.4429184,-70.5952717
3600,Sabor Zanelli Café Resto Bar,-33.4422314,-70.594105
3602,"Caminito, Carnes A Las Brasas",-33.4428129,-70.59418509999999
3620,La Conversería,-33.4429158,-70.5951927
3641,Ecléctico,-33.4256113,-70.5923066
3644,Docetrece schop & sandwich,-33.4257067,-70.5922082
3652,Barbazul Club,-33.4253335,-70.5926788
3668,Teke Factory - Fábrica de Tequeños,-33.4356125,-70.5936095
3702,Pisco Mar,-33.4360862,-70.5952368
3703,Casona de,-33.4360243,-70.59406059999999
3716,Tartemimi,-33.4387618,-70.5940025
3725,Riko Sushi,-33.4426672,-70.5934695
3759,Pizzería Saraiva,-33.4476629,-70.59341429999999
3762,Soichiro sushi,-33.447402,-70.59903199999999
3765,Agua Viva,-33.4255225,-70.5923705
3783,Espresso Bar,-33.4289856,-70.59265140000001
3852,Yong Hong,-33.4406557,-70.5920371
3856,Restaurant Shunping,-33.4406204,-70.59179639999999
3857,Voglia Di Pizza,-33.4426653,-70.5938554
3881,La fraternal,-33.4495629,-70.5959441
3882,Kansui,-33.4488748,-70.5912999
3883,Lian Wa Limitada,-33.448573,-70.59163319999999
3884,Punto País,-33.4490758,-70.5966191
3885,El Tío Manolo,-33.4492733,-70.5902512
3911,Estadio Providencia,-33.4317561,-70.5910993
3967,Comedor Común,-33.4140563,-70.61026199999999
3974,Crêpas,-33.4190084,-70.6087469
3977,Le Bistrot,-33.4208133,-70.60995609999999
3978,Marlon,-33.4199096,-70.6102647
3979,Mama Chau's,-33.4206084,-70.6090088
3980,Baco,-33.4207153,-70.610321
3981,La Salvación,-33.420142,-70.6105077
3982,Holm,-33.4207714,-70.60948789999999
3984,Rivoli,-33.4209654,-70.6101809
3985,Ambrosia Bistro,-33.42094670000001,-70.6104639
3986,La Cava del Sommelier,-33.4198452,-70.6092359
3987,Pampas Fuegos Argentinos,-33.4208272,-70.6104036
3988,Soler Providencia,-33.4207026,-70.6094248
3990,Subway,-33.4200349,-70.6101006
3993,Dónde Guido,-33.4205728,-70.61122
3996,Sacramento,-33.4207953,-70.61012730000002
4011,EveryDay Sushi,-33.4202636,-70.6100378
4014,Massa Pizza,-33.4222153,-70.60980860000001
4015,Niu Sushi,-33.4213947,-70.6095297
4016,Waldo's,-33.4213455,-70.6101219
4021,VegeChef Lyon,-33.421935,-70.61010499999999
4022,Mr Han's Chicken,-33.41998,-70.6099007
4024,Protobar,-33.4213267,-70.61006739999999
4026,EN TU SALSA,-33.4219306,-70.6090306
4027,Amanka'y,-33.4223305,-70.61026889999999
4029,Canto del agua,-33.4205882,-70.6111063
4036,La Resistencia Café,-33.4221073,-70.6115296
4037,AMADO 27 • BAR & COCINA,-33.4225845,-70.6115875
4049,Tigre Bravo,-33.42194490000001,-70.6112394
4052,Da Renzo,-33.4231842,-70.6108838
4061,La Pizza Nostra IL Ristorante Italiano,-33.4240806,-70.6127729
4067,Niu Sushi,-33.42400360000001,-70.610466
4078,Sociedad Gastronomica Sweet Coffee,-33.4226742,-70.61156319999999
4080,Dominó,-33.423419,-70.61085349999999
4087,Comercializadora Migas,-33.4225587,-70.61108279999999
4089,Vicius,-33.4228397,-70.6122611
4122,Schopdog,-33.4237362,-70.61236240000001
4128,Restaurant Musume,-33.4239812,-70.6112416
4139,D´Sabores,-33.4235695,-70.61245959999999
4146,Lomits,-33.4238595,-70.61281819999999
4161,Café Voila,-33.4258464,-70.6130513
4170,Restaurant Los Reyes,-33.42504,-70.6127223
4179,Senz Sushi Y Nikkei,-33.4242266,-70.611722
4191,Telepizza,-33.424486,-70.61221879999999
4192,Al Jazeera Restaurant,-33.4242149,-70.6102655
4193,Subway Marchant Pereira,-33.4268005,-70.61276269999999
4218,MAMMATERRA,-33.4290239,-70.6102377
4242,Administradora de Restaurant y Centro de Eventos Pamaos,-33.4327203,-70.6118764
4281,Hogar De Sabores,-33.4398719,-70.6131855
4290,Nori Sushi Providencia,-33.4396806,-70.6126433
4291,Todoryco,-33.4398256,-70.6134156
4298,Tenton,-33.4398548,-70.6124733
4334,Pachas Restaurant,-33.4476279,-70.6110484
4353,La Sanguchera Del Barrio,-33.4178073,-70.60780629999999
4361,La Burguesía,-33.4203949,-70.60956569999999
4363,PISO UNO,-33.4204354,-70.61015949999999
4376,Barra Norte,-33.4195706,-70.60789989999999
4383,PanaFood,-33.4197396,-70.6078728
4384,Ramen Ryoma Providencia,-33.4200815,-70.6083223
4386,Fries and Bites,-33.420428,-70.607827
4387,Sushi Arashi Delivery,-33.4189931,-70.60746739999999
4406,Giratorio,-33.4217357,-70.6085854
4407,Eladio,-33.4216794,-70.6085533
4412,Burgerdog,-33.4206154,-70.60980669999999
4413,Rincón Magdalena,-33.4211142,-70.6091788
4421,La Clasica,-33.4209373,-70.6106334
4430,Burger King®,-33.4211139,-70.60907659999999
4433,Donde La Tía Sonia,-33.4214434,-70.60958880000001
4435,Deleite,-33.4209954,-70.6093771
4437,Café Terraza,-33.4213685,-70.60878939999999
4438,Yokono Lyon,-33.4214478,-70.6095291
4445,Palta York,-33.4226476,-70.6077408
4484,Juan Maestro,-33.422306,-70.609835
4485,Wonton Restaurant China House,-33.4232094,-70.60811699999999
4487,Elkika Ilmenau,-33.4240371,-70.61067849999999
4489,Cevichazo,-33.4222552,-70.6098336
4495,KFC,-33.4218679,-70.60893709999999
4504,pollo taquilla,-33.4200815,-70.6083223
4536,Park Lane (Santiago Park Plaza),-33.4237624,-70.6094568
4540,Subway Lyon,-33.4235501,-70.6088199
4541,MC piccola,-33.4231842,-70.6108838
4554,La Piccola Italia,-33.4231225,-70.60801649999999
4555,Perú Gustoso,-33.4224241,-70.6134163
4556,Oh Salad,-33.4233731,-70.60902159999999
4557,restaurant MAMMUT,-33.4240395,-70.610691
4559,Sushi House Providencia,-33.4243374,-70.6108545
4561,Pizza Hut,-33.4236864,-70.61064770000002
4566,Migas Sandwich Salad,-33.4228461,-70.6091857
4594,Restaurant Tung Fong,-33.4250737,-70.6108941
4595,Rincon de la Abuelita,-33.4252028,-70.6109178
4626,Sopería El Cilantro,-33.4314474,-70.6093324
4693,Sinatra's Restaurant & coffee,-33.4157076,-70.60496449999999
4712,Barra Chalaca Providencia,-33.4178955,-70.60753249999999
4739,Siraj,-33.41943699999999,-70.60667149999999
4749,Enzo Restaurantes Spa,-33.4176826,-70.6082521
4751,Frutos Gourmet,-33.4178073,-70.60780629999999
4778,Sushi Royal,-33.4210977,-70.6069588
4779,Yokono,-33.4199854,-70.60677629999999
4783,KFC,-33.4204971,-70.608232
4803,L'Incontro - Trattoria - Caffe,-33.4198549,-70.60727199999999
4823,Restaurant Sabores de Mita,-33.4213684,-70.60728069999999
4834,Los Cheveres Restaurant,-33.4217824,-70.60741209999999
4845,Pastelitos Pipo,-33.4213096,-70.606695
4859,Fuente Colonial,-33.4217305,-70.6087059
4863,La Toscana,-33.4215626,-70.60897249999999
4867,Roclo S,-33.421516,-70.6094294
4874,Pistacho,-33.4236532,-70.60848279999999
4884,Peztoro,-33.4239845,-70.61010739999999
4911,Restaurante Los Arcos - Hotel Torremayor Lyon,-33.4246532,-70.6085192
4925,Buffalo Waffles,-33.422629,-70.6078297
4987,Buena Comida,-33.4392838,-70.60800689999999
4999,Comercializadora Llanka,-33.4395461,-70.6083957
5029,Take a Wok,-33.4180707,-70.60601509999999
5041,"Pedro, Juan & Diego",-33.418036,-70.60641199999999
5051,Tony Roma's,-33.417752,-70.6058975
5065,Chili's Costanera Center,-33.4178044,-70.6057971
5124,Casino Caracol,-33.4194379,-70.6066374
5143,Club 30,-33.4219386,-70.60514669999999
5172,Café del Alma,-33.4238796,-70.6056203
